Script started on 2025-11-15 10:23:10+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
       0   644700   250123    0.00%           23      59387
       0   584652   250175    0.00%           24      59299
   17433   512092   186600    3.29%           24      59246
   28784   591857   208783    4.64%           24      59352
       0   605218   234836    0.00%           24      59360
       0   605822   244468    0.00%           24      59301
       0   518804   233380    0.00%           24      58729
       0   449115   192051    0.00%           25      57851
       0   520753   178620    0.00%           25      57566
       0   539697   242532    0.00%           26      59003
       0   357794   168517    0.00%           26      59274
       0   488727   223138    0.00%           26      59094
       0   544995   231863    0.00%           26      59272
       0   488496   220105    0.00%           26      59286
       0   543576   191388    0.00%           27      59500
      29   654433   225348    0.00%           27      59392
       0   543890   219610    0.00%           27      59104
       0   584961   232793    0.00%           27      59350
       0   562969   211846    0.00%           27      59509
   86262   513403   156492   14.39%           28      59379
       0   598650   218143    0.00%           28      59352
       0   624420   209857    0.00%           28      59149
  125550   476008   133312   20.87%           28      58754
  160473   612083   182251   20.77%           28      59162
  281612   555688   157423   33.63%           28      59257
  666081   569277   116641   53.92%           29      59245
  785330   468016   104109   62.66%           29      59255
  968781   466087   103560   67.52%           29      58855
 1092610   394743    66789   73.46%           29      57514
 1249649   348839    64049   78.18%           29      57423
 1461257   378988    65625   79.41%           29      58644
 1835471   339943    57481   84.37%           29      59175
 1624882   314572    84475   83.78%           29      59197
 1841983   332919    67853   84.69%           29      59428
 1711629   295484    96708   85.28%           29      59340
 1777922   313276    90303   85.02%           29      59055
 2087828   275387    74647   88.35%           29      59345
 1975830   279728    93555   87.60%           29      59441
 1974978   279313    83156   87.61%           29      59425
 2142453   223670    52787   90.55%           29      59317
 1584928   354758    80347   81.71%           29      59363
 1781148   310243    54327   85.17%           29      59365
 1959959   268691    70139   87.94%           29      59420
 1893910   295316    68009   86.51%           28      59365
 2066173   246971    80632   89.32%           28      59525
 1919858   256321   102461   88.22%           28      59493
 2119676   252811    72837   89.34%           28      59529
 2096753   240745    88488   89.70%           28      59441
 2022994   248810    84657   89.05%           28      59427
 2312023   228353    67480   91.01%           28      59562
 2127714   213760    81125   90.87%           28      59533
 1982882   292400    56970   87.15%           28      59379
 2007120   268260    66208   88.21%           28      59466
 1957518   261228    72362   88.23%           28      59385
 2182817   230363    77604   90.45%           28      59593
 2027586   239148   107979   89.45%           28      59493
 2097661   235327    77536   89.91%           28      59447
 2255917   218583    90233   91.17%           28      59464
 2194010   214293    95151   91.10%           27      59333
 2292468   215492    59453   91.41%           27      59550
 1977104   265359    66743   88.17%           28      59537
 1947974   271073    62366   87.78%           27      59332
 2196392   216791    58998   91.02%           27      59531
 2161951   222668    77331   90.66%           27      59460
 2251597   228114    60681   90.80%           27      59504
 2100235   213560   104552   90.77%           27      59574
 2128826   229846    87516   90.26%           27      59372
 2393865   197569    79898   92.38%           27      59539
 2240450   209069   100211   91.46%           27      59367
 2394810   203975    74695   92.15%           27      59619
 2376180   162747    61232   93.59%           27      59073
 1922802   282159    66625   87.20%           27      59394
 2258633   215705    41325   91.28%           27      59514
 2234715   196283    70400   91.93%           27      59548
 2271906   213857    57755   91.40%           27      59350
 2348867   181998    68201   92.81%           27      59542
 2250083   207714   100841   91.55%           26      59507
 2397329   201784    68678   92.24%           26      59657
 2388801   172704    72981   93.26%           26      59388
 2366661   193293    94944   92.45%           26      59487
 2534142   197596    61474   92.77%           26      59578
 2510292   174232    82787   93.51%           26      59529
 2241990   221816    59199   91.00%           26      59289
 2315274   236493    43906   90.73%           26      59673
 2277773   196625    74733   92.05%           26      59530
 2427484   211091    57366   92.00%           26      59524
 2623875   171889    65720   93.85%           25      59664
 2396891   198737   101919   92.34%           25      59545
 2430033   200240    68324   92.39%           25      59636
 2528760   178501    77325   93.41%           25      59524
 2452411   188054    89381   92.88%           25      59533
 2452953   198868    70989   92.50%           25      59435
 2524140   156502    52723   94.16%           25      59205
 2012322   262763    76921   88.45%           24      59558
 2356791   204442    38966   92.02%           24      59542
 2450620   181878    63385   93.09%           24      59491
 2333502   202078    66175   92.03%           23      59369
 2666116   169401    60774   94.03%           23      59558
 2371571   177834    91221   93.02%           23      59497
 2384994   198982    75173   92.30%           23      59441
 2584739   159449    61914   94.19%           23      59496
 2581622   178722    82371   93.53%           23      59518
 2484340   196024    76129   92.69%           23      59425
 2664809   152164    63327   94.60%           22      59632
 2600894   154089    58881   94.41%           22      59319
 2135244   263551    51275   89.01%           22      59557
 2583631   178871    50201   93.53%           22      59663
 2433346   168083    69598   93.54%           22      59585
 2478035   196246    57819   92.66%           22      59573
 2414489   176856    83980   93.18%           22      59593
 2330329   188120   100888   92.53%           21      59550
 2544291   180617    63499   93.37%           21      59612
 2634529   162159    69572   94.20%           21      59636
 2505636   175214    95685   93.46%           21      59563
 1250948   115842    52041   91.52%           21      59372
   23828    60669    38339   28.20%           21      58886
   27711    61950    39830   30.91%           21      59151
    7950    58851    39257   11.90%           21      59365
   10753    62045    41756   14.77%           21      59637
   39223    64217    40364   37.92%           21      59683
   75881    63711    39452   54.36%           21      59615
    6157    56746    39417    9.79%           21      59665
       0    46749    38388    0.00%           21      59584
   28946    68644    37454   29.66%           21      59674
   33734    59824    35442   36.06%           21      59622
       0   551370   286606    0.00%           21      59508
       0   547795   303753    0.00%           20      59538
  376894   248404    80005   60.27%           20      54822
 1365530   348546    53757   79.67%           21      54443
 1483158   362653    68366   80.35%           21      53991
 1813173   297434    38046   85.91%           21      52606
 2129904   298707    41768   87.70%           22      52112
 2305578   259658    29859   89.88%           23      51935
 2527041   247860    29357   91.07%           23      51841
 2812555   211716    14870   93.00%           23      51452
 2871938   200576    11864   93.47%           23      51719
 3074755   197870    11709   93.95%           23      52495
 3095283   174601    10973   94.66%           23      53178
 3146569   174397    11702   94.75%           23      53861
 3181863   165681     9991   95.05%           23      54511
 3222475   162575    10832   95.20%           23      55148
 3219143   156205    10764   95.37%           23      55759
 3297928   145508     9582   95.77%           23      56328
 3544214   143041    10881   96.12%           23      56890
 3624308   146635    11730   96.11%           23      57463
 3613070   143254    10756   96.19%           23      58025
 3640807   138411    10147   96.34%           23      58568
 3682607   136382    10704   96.43%           23      59102
 3730221   124010    11905   96.78%           23      59542
 3709068   126604    12926   96.70%           23      59593
 3764452   121476    11664   96.87%           23      59555
 3789155   120079    13338   96.93%           23      59596
 3755304   110583    10249   97.14%           23      59579
 3702167   119018     9749   96.89%           23      59534
 3794270   112981     9409   97.11%           23      59449
 3686695   111717     9580   97.06%           23      59623
 3828579   110354     9882   97.20%           23      59576
 3761772   107012     9580   97.23%           22      59608
 3824911   110068    10405   97.20%           22      59603
 3863026   107434    10093   97.29%           22      59605
 3809082   111542    10492   97.15%           22      59514
 3880386   105900    10595   97.34%           22      59563
 3905138    98783     9931   97.53%           22      59591
 3935680   101875     9723   97.48%           22      59598
 3909039    96870     9949   97.58%           22      59635
 3752898    95203     9336   97.53%           22      59529
 3965019    94262     9809   97.68%           22      59531
 3851172    94930     9562   97.59%           22      59516
 3990986    96402    10088   97.64%           22      59623
 3991191   100905    10238   97.53%           22      59643
 3969336    95179    10615   97.66%           22      59622
 4059031    86040     9409   97.92%           22      59624
 3920760    99032    10828   97.54%           21      59493
 3920818    89300    10063   97.77%           21      59499
 4005011    97633    11815   97.62%           21      59447
 3958954    93358    11300   97.70%           21      59643
 3933251    87149    10027   97.83%           21      59634
 4007302    95953    10666   97.66%           21      59557
 4072627    90570    10816   97.82%           21      59535
 4076876    88344    10392   97.88%           21      59522
 4022541    88758    10639   97.84%           21      59532
 4000671    89868    10067   97.80%           21      59586
 3926009    85778     9698   97.86%           21      59490
 4120678    82906    10050   98.03%           21      59512
 4050714    85606     9979   97.93%           21      59615
 4052154    81357     9228   98.03%           21      59637
 4074979    87508     9669   97.90%           21      59452
 4077766    86563     9955   97.92%           21      59577
 4097949    84875    10645   97.97%           21      59525
 4086447    80793    11051   98.06%           21      59577
 4131399    79626    11680   98.11%           21      59545
 4139626    74552    10822   98.23%           21      59559
 4089300    78691    10165   98.11%           20      59484
 4260798    75470     9597   98.26%           20      59615
 4142306    80579    10921   98.09%           20      59654
 4154690    74981    10361   98.23%           20      59553
 4142324    78969    12841   98.13%           20      59630
 4230048    78319     9621   98.18%           20      59594
 4204716    75348     9231   98.24%           20      59512
 4129520    76381     9404   98.18%           20      59611
 4182290    72766    10315   98.29%           20      59633
 4131857    73512     9794   98.25%           20      59413
 4175088    73641     9674   98.27%           20      59542
 4196218    77969    10087   98.18%           20      59574
 4065215    70759     9715   98.29%           20      59521
 4208115    74068    10237   98.27%           20      59654
 4139210    65419     8806   98.44%           20      59561
 4242302    74130     9840   98.28%           20      59533
 4293808    69386     9791   98.41%           20      59652
 4236824    69006    10072   98.40%           20      59538
 4314832    68632     9041   98.43%           20      59621
 4320185    67522     9795   98.46%           20      59566
 4383284    69355    10161   98.44%           20      59668
 4339863    66855    10621   98.48%           20      59617
 4243160    65772     9472   98.47%           20      59559
 4272562    63624    11442   98.53%           20      59500
 4228052    60964     9997   98.58%           20      59655
 4242856    66979     9670   98.45%           19      59624
 4314786    65705    10183   98.50%           19      59568
 4317726    63631     9606   98.55%           19      59550
 4254792    57550     9131   98.67%           19      59462
 4353031    59900     9265   98.64%           19      59552
 4305594    56151    10198   98.71%           19      59571
 4359916    59459     9842   98.65%           19      59647
 4327428    63289     9356   98.56%           19      59585
 4275625    62387     9975   98.56%           19      59593
 4284909    55125     9569   98.73%           19      59577
 4416551    52782    10003   98.82%           19      59632
 4323442    56359     9937   98.71%           19      59681
 4393194    58292     9347   98.69%           19      59661
 4243260    54034    10076   98.74%           19      59574
 4281299    51727    10372   98.81%           19      59679
 4377931    57933    10109   98.69%           19      59562
 4378096    58831    10729   98.67%           19      59648
 4302935    51546    10035   98.82%           19      59630
 4318800    48770    10013   98.88%           19      59582
 4416647    56054     9914   98.75%           19      59607
 4413539    52545     9856   98.82%           19      59574
 4444342    53959     9657   98.80%           19      59630
 4388737    56259    10190   98.73%           19      59675
 4304430    52756     9883   98.79%           19      59585
 4408388    55052     9386   98.77%           18      59643
 4487732    50814     9787   98.88%           18      59681
 4210519    50511     9397   98.81%           18      59690
 4340405    53059    10091   98.79%           18      59600
 4451083    53800    10514   98.81%           18      59665
 4474762    53208     9707   98.82%           18      59689
 4418910    51186    10192   98.85%           18      59624
 4247090    49277     9292   98.85%           18      59611
 4395191    49490     9901   98.89%           18      59594
 4481052    52808    10468   98.84%           18      59663
 4424362    46390    11353   98.96%           18      59648
 4365002    45318    10929   98.97%           18      59602
 4468172    48239    10672   98.93%           18      59653
 4449800    49503    11164   98.90%           18      59686
 4241700    47604    12790   98.89%           18      59688
 4400662    54073    12962   98.79%           18      59688
 4474770    51775     9901   98.86%           18      59697
 4467735    46377     9481   98.97%           18      59557
 4469444    48896     9492   98.92%           18      59693
 4453244    51136     9395   98.86%           18      59611
 4540503    47597     9534   98.96%           18      59624
 4433297    44027     9431   99.02%           18      59660
 4475154    44445     9797   99.02%           18      59627
 4258613    42291     9473   99.02%           18      59648
 4270977    44805     9635   98.96%           18      59701
 4514212    42191     9777   99.07%           18      59696
 4221426    42492     8957   99.00%           18      59659
 4485585    44946    10138   99.01%           18      59711
 4386832    44401     9358   99.00%           18      59661
 4478851    43326     9597   99.04%           18      59710
 4465855    46150    10702   98.98%           18      59680
 4484697    43431    10135   99.04%           18      59704
 4572230    44388    10838   99.04%           18      59713
 4365037    39473     9586   99.10%           18      59595
 4283321    42862     9667   99.01%           18      59717
 4514776    41908    10169   99.08%           18      59709
 4520352    43497    10184   99.05%           18      59602
 4539304    43398     9341   99.05%           18      59720
 4574040    41342    10257   99.10%           18      59677
 4492134    44326    10098   99.02%           18      59685
 4639883    40741     9730   99.13%           18      59728
 4576997    44337    10478   99.04%           18      59689
 4608023    44325     9997   99.05%           18      59730
 4427419    36447     8491   99.18%           18      59631
 4474076    40829     9879   99.10%           18      59605
 4543520    37548    10395   99.18%           18      59727
 4477124    39775    10522   99.12%           18      59725
 4494372    36946    10450   99.18%           18      59716
 4571858    37608     9957   99.18%           18      59728
 4444248    37893     9793   99.15%           18      59733
 4645144    38513     9722   99.18%           18      59712
 4577735    41846     9883   99.09%           18      59650
 4547600    39396    10409   99.14%           18      59725
 4514941    36017     9490   99.21%           18      59658
 4590674    42099     9856   99.09%           18      59662
 4507691    38643     9682   99.15%           18      59736
 4483924    41077     9980   99.09%           18      59699
 4489502    38965     9152   99.14%           18      59689
 4541618    39226    10477   99.14%           17      59717
 4433382    38190     9399   99.15%           17      59706
 4482101    36951    10655   99.18%           17      59715
 4503274    35666    10870   99.21%           17      59619
 4519115    36932    10457   99.19%           17      59721
 4500981    36732    10478   99.19%           17      59707
 4589628    37764    10229   99.18%           17      59735
 4625891    33297    10115   99.29%           17      59729
 4596155    35225     9796   99.24%           17      59669
 4575387    37698    10504   99.18%           17      59740
 4582064    36977    10121   99.20%           17      59722
 4554972    34453     9598   99.25%           17      59703
 4635019    36558     9790   99.22%           17      59686
 4614951    37636     9650   99.19%           17      59657
 4596641    39078     9971   99.16%           17      59691
 4427053    34143     9485   99.23%           17      59639
 4521077    37266    10063   99.18%           17      59654
 4665765    34386     9542   99.27%           17      59611
 4628011    29017    11146   99.38%           17      59732
 4644665    35763    14139   99.24%           17      59704
 4618436    34819     9096   99.25%           17      59721
 4611397    33712    10122   99.27%           17      59701
 4516271    37643     9385   99.17%           17      59753
 4638452    34434     9986   99.26%           17      59684
 4612787    38989     9768   99.16%           17      59652
 4547084    33699     9849   99.26%           17      59760
 4452880    35941     9055   99.20%           17      59688
 4607562    34570     9452   99.26%           17      59751
 4693856    34430    10841   99.27%           17      59708
 4673409    35898     9349   99.24%           17      59730
 4657618    34258     9423   99.27%           17      59682
 4587256    28551     9902   99.38%           17      59676
 4668950    34194    10334   99.27%           17      59771
 4532520    36703     9811   99.20%           17      59783
 4604381    33742     9399   99.27%           17      59688
 4412256    33725     8912   99.24%           17      59774
 4599084    33967     9492   99.27%           17      59759
 4726743    32024    10095   99.33%           17      59768
 4630258    34055    10093   99.27%           17      59668
 4550794    29622    10930   99.35%           17      59772
 4503893    30600    10275   99.33%           17      59683
 4474930    34083     9704   99.24%           17      59783
 4612709    34985     9787   99.25%           17      59766
 4556417    33190     9911   99.28%           17      59759
 4678151    29251     9803   99.38%           17      59702
 4400071    30146     9613   99.32%           17      59691
 4680255    35099     9458   99.26%           17      59713
 4648899    33314     9673   99.29%           17      59777
 4570427    30226     8956   99.34%           17      59677
 4597145    31140     9987   99.33%           17      59773
 4649821    30820    10475   99.34%           17      59748
 4601889    29083     8835   99.37%           17      59675
 4714360    29515     9594   99.38%           17      59782
 4692577    33730     9785   99.29%           17      59783
 4758497    30173    11130   99.37%           16      59684
 4685969    29062    10015   99.38%           16      59776
 4656781    29485    10235   99.37%           16      59783
 4713458    30730    10114   99.35%           16      59766
 4676095    26652     9363   99.43%           16      59668
 4614411    28772     9534   99.38%           16      59783
 4732414    28301     9943   99.41%           16      59776
 4719950    31665     9586   99.33%           16      59796
 4736267    25940     9619   99.46%           16      59794
 4634748    27749     9709   99.40%           16      59684
 4653129    27070     9672   99.42%           16      59791
 4519207    26859     8960   99.41%           16      59813
 4748573    28436     9538   99.40%           16      59732
 4713155    29695     9643   99.37%           16      59721
 4695598    27490     9970   99.42%           15      59661
 4551991    26144    10160   99.43%           15      59721
 4606075    24439    10711   99.47%           15      59817
 4657408    29039    10840   99.38%           15      59823
 4752273    27429     9970   99.43%           15      59827
 4687751    25546    10354   99.46%           15      59802
 4716061    25815    10287   99.46%           15      59740
 4706734    25211    10604   99.47%           15      59820
 4721726    25435     9867   99.46%           15      59828
 4582016    22896     9307   99.50%           15      59820
 4635467    29391     9379   99.37%           15      59738
 4807585    25560     9283   99.47%           15      59827
 4649532    28666    10449   99.39%           15      59778
 4708858    26868     9579   99.43%           15      59672
 4607232    24380     9812   99.47%           15      59770
 4698538    24467     9604   99.48%           15      59829
 4734233    24067    10801   99.49%           15      59831
 4731060    25526    10897   99.46%           15      59823
 4712909    23463     9814   99.50%           15      59805
 4766652    24562    10191   99.49%           15      59833
 4738961    25377    10302   99.47%           15      59803
 4788791    22467    10259   99.53%           15      59784
 4771882    21923     9743   99.54%           15      59836
 4864831    23599     9673   99.52%           14      59769
 4743309    22977    10451   99.52%           14      59837
 4816525    21492    10193   99.56%           14      59841
 4650393    22119     9020   99.53%           14      59793
 4727075    23178    13144   99.51%           14      59849
 4860756    22780     9801   99.53%           14      59755
 4731134    20151     8710   99.58%           14      59833
 4783990    20339    10087   99.58%           14      59707
 4738954    22802     8823   99.52%           14      59793
 4752665    22451     9562   99.53%           14      59849
 4735800    21907     8934   99.54%           14      59856
 4840727    21248     9186   99.56%           14      59860
 4810628    19589     9808   99.59%           14      59859
 4758314    23358     9827   99.51%           14      59845
 4826156    24396     9206   99.50%           14      59860
 4747636    22861     9327   99.52%           14      59842
 4817962    22389     9864   99.54%           14      59821
 4750233    22478     9591   99.53%           14      59860
 4797048    22552    10229   99.53%           14      59776
 4729659    20631     9901   99.57%           14      59852
 4851774    19992     9590   99.59%           14      59770
 4768404    22258     9808   99.54%           14      59859
 4750517    18338     9320   99.62%           14      59775
 4797923    19718     9466   99.59%           14      59851
 4838927    18956     9362   99.61%           14      59843
 4779414    21637    10263   99.55%           13      59822
 4822298    19788    10491   99.59%           13      59796
 4706281    19445     9705   99.59%           13      59850
 4823138    22068     9610   99.54%           13      59874
 4901921    22052     9646   99.55%           13      59886
 4869133    18903     9432   99.61%           13      59884
 4737074    20231    10300   99.57%           13      59832
 4792036    19442     8894   99.60%           13      59881
 4777586    18514     9274   99.61%           13      59856
 4828689    20649    11019   99.57%           13      59787
 4762901    19136     9577   99.60%           13      59862
 4756862    20295    10390   99.58%           13      59881
 4851933    21425     9482   99.56%           13      59800
 4793091    18291    10172   99.62%           13      59876
 4748266    22148     9459   99.54%           13      59798
 4827298    17725     9318   99.63%           13      59867
 4801994    18520     9250   99.62%           13      59811
 4819713    17509     9515   99.64%           13      59883
 4844152    19391    10030   99.60%           13      59900
 4720743    20758     9804   99.56%           13      59856
 4860984    19780    10083   99.59%           13      59900
 4872905    17524     9732   99.64%           13      59901
 4796915    18722     9486   99.61%           13      59906
 4915704    19810     9042   99.60%           13      59855
 4771558    17672    10280   99.63%           13      59800
 4797193    18674     9880   99.61%           13      59878
 4869747    16619     9502   99.66%           13      59905
 4867578    17480     9101   99.64%           13      59915
 4840170    19604     9776   99.60%           13      59729
 4632432    20424     9827   99.56%           13      59810
 4870200    19076    10010   99.61%           13      59886
 4869795    17943    10116   99.63%           13      59860
 4757538    18159     9121   99.62%           13      59899
 4809082    16292     8757   99.66%           13      59915
 4688751    17842     9979   99.62%           13      59924
 4757013    17455     9779   99.63%           13      59936
 4895301    15484     8703   99.68%           13      59884
 4886901    17584     9476   99.64%           13      59894
 4802371    17623     9477   99.63%           13      59926
 4771579    20458    10261   99.57%           13      59877
 4841212    16608    10704   99.66%           13      59926
 4846886    16899     9928   99.65%           13      59930
 4834795    16729    10196   99.66%           13      59769
 4757368    17238    10478   99.64%           13      59842
 4711991    16389     9825   99.65%           13      59907
 4782797    17135     9776   99.64%           13      59895
 4822665    17677     9661   99.63%           13      59927
 4836905    15843     8993   99.67%           13      59936
 4833503    19370    10015   99.60%           13      59945
 4731857    18363     9525   99.61%           13      59921
 4833342    16439    10298   99.66%           13      59940
 4817651    19079    10342   99.61%           13      59943
 4835270    16707    10582   99.66%           13      59805
 4817478    16799     9881   99.65%           13      59873
 4867480    17230    10367   99.65%           13      59943
 4819497    13908    10822   99.71%           13      59949
 4872806    16944    10555   99.65%           13      59956
 4886931    15805    10010   99.68%           13      59967
 4770417    14939     9160   99.69%           13      59942
 4839943    14244    10043   99.71%           13      59795
 4829106    16251     9360   99.66%           13      59864
 4923063    17258     9738   99.65%           13      59931
 4900624    16036     9953   99.67%           13      59855
 4847062    14660    10493   99.70%           13      59911
 4918848    15006    10106   99.70%           13      59956
 4938626    13261    10210   99.73%           13      59962
 4912464    15571     9944   99.68%           13      59961
 4813387    17221     9894   99.64%           13      59968
 4870156    16793     9817   99.66%           13      59791
 4759683    16121     9527   99.66%           13      59857
 4800455    14848    10943   99.69%           13      59922
 4852543    15703     9929   99.68%           13      59965
 4926991    15389     9795   99.69%           13      59969
 4824675    13504     9822   99.72%           13      59801
 4766038    14631    10444   99.69%           13      59861
 4915569    14761    10041   99.70%           13      59923
 4899660    14905     9784   99.70%           13      59888
 4865127    13784    10300   99.72%           13      59946
 4717835    14021     8884   99.70%           13      59968
 4695080    13671     9177   99.71%           13      59976
 4975014    15677    13581   99.69%           13      59984
 4965000    15304    10194   99.69%           13      59991
 4920933    15896     9477   99.68%           13      59846
 4820927    14310     9940   99.70%           13      59901
 4958025    14611     9689   99.71%           13      59959
 4753062    15518     9225   99.67%           13      59879
 4788111    15473     9273   99.68%           13      59939
 4967141    14452     9428   99.71%           13      59978
 4913181    15335     9454   99.69%           13      59986
 4682320    13739     9745   99.71%           13      59990
 4966536    16453     9103   99.67%           13      59920
 4881169    13736     8948   99.72%           13      59974
 4842122    16194     9457   99.67%           13      59995
 4932253    13582     9892   99.73%           13      60001
 4876520    14397     9180   99.71%           13      60007
 4694088    15197     9900   99.68%           13      59962
 4899026    13311    10524   99.73%           13      59878
 4880174    12935    10536   99.74%           13      59930
 4866633    12757     9769   99.74%           13      59980
 4909948    13368     9953   99.73%           13      59995
 4951139    12447     9066   99.75%           13      60003
 4946052    13906     9422   99.72%           13      60007
 4869461    12358    10096   99.75%           13      59980
 4728690    15235     8748   99.68%           13      60004
 4852829    14381     9275   99.70%           13      59938
 4706980    11736     9126   99.75%           13      59989
 4992038    13810     8773   99.72%           13      60003
 4945989    13067     9584   99.74%           13      60015
 4998724    10405     9064   99.79%           13      60001
 4922223    14638     9560   99.70%           13      60021
 4826283    13025     9200   99.73%           13      59983
 4904650    11680    10082   99.76%           13      60003
 4940306    12946     9796   99.74%           13      60018
 4941719    11719     9077   99.76%           13      59998
 4865005    11924     9597   99.76%           13      60016
 4878412    11273     9366   99.77%           13      59869
 4724508    11488     9334   99.76%           13      59916
 4885022    12883     9653   99.74%           13      59966
 4879948    12788     9093   99.74%           13      60014
 4829602    12009     9899   99.75%           13      60018
 4954351    12904     9801   99.74%           13      60017
 4723770    12335     8913   99.74%           13      60027
 4897390    11039     9355   99.78%           13      60036
 4852484    12891    10076   99.74%           13      60003
 4906703    10814     9494   99.78%           13      60032
 4842407    12711     9303   99.74%           13      59978
 4849796    11018     9889   99.77%           13      60023
 4766171    11247     9792   99.76%           13      60028
 4693913    10119     9305   99.78%           13      60027
 4949664    10637     9786   99.79%           13      59867
 4893672    11178    10055   99.77%           13      59912
 4953780    11482    10146   99.77%           13      59958
 5006151    11493     9348   99.77%           13      60007
 4944370    11210     8686   99.77%           13      60026
 4992866    10488     9554   99.79%           13      60034
 4975602    12461     9656   99.75%           13      60035
 4841508    10514    10333   99.78%           13      60035
 4895729     9948    10385   99.80%           13      60049
 4934545    11059     9116   99.78%           13      60043
 4929564    11594     9791   99.77%           13      59910
 4849840    11913     9984   99.75%           13      59960
 4875622    11639     9260   99.76%           13      60008
 4922704    11387     9623   99.77%           13      60038
 4947704    13743     9879   99.72%           13      60041
 4928815    11282     9249   99.77%           13      60045
 4916426    10899     9490   99.78%           13      60051
 4943479    11699    10144   99.76%           13      60046
 4947980    11738     9337   99.76%           13      60054
 4801139     9407     9533   99.80%           13      60003
 4867401    11743     8957   99.76%           13      60052
 4918193    10340     9428   99.79%           13      59992
 4695523    10747     9654   99.77%           13      60036
 4940330    11232    11165   99.77%           13      60061
 4876926    10046    10395   99.79%           13      60046
 4946939    11366    10591   99.77%           13      60040
 4916526    11135     9992   99.77%           13      60063
 4867225    10032    10098   99.79%           13      60057
 4899726     9402    10018   99.81%           13      60050
 4845475    10902     9829   99.78%           12      60046
 4690584    10703     9420   99.77%           12      59904
 4611124     7329     9120   99.84%           12      59934
 4830723    11027     9112   99.77%           12      59977
 4874045    12219     9452   99.75%           12      60028
 4795971     9940     8558   99.79%           12      60064
 4894588     9074    10063   99.81%           12      60068
 4966434    10258     9715   99.79%           12      60076
 4899386    11331     9039   99.77%           12      60077
 4958371     9491    10470   99.81%           12      60032
 4803630     9801     9697   99.80%           12      60043
 4739930    10303     9332   99.78%           12      60032
 5001020    10835     8948   99.78%           12      60073
 5043820     9594     9031   99.81%           12      60021
 4847725    10108     9486   99.79%           12      60064
 4888903    11176     9316   99.77%           12      59930
 4871294    10012     9372   99.79%           12      59971
 4996996    10247     9579   99.80%           12      60015
 4960006     7785     8330   99.84%           12      60047
 4700969    10266     9329   99.78%           12      60005
 4777487     8642     8679   99.82%           12      60039
 5004590    10811     9376   99.78%           12      60069
 4986678    10422     9020   99.79%           12      60078
 5008333     9614     9141   99.81%           12      60083
 5009880     9130    10059   99.82%           12      60085
 4889132    10847    10193   99.78%           12      59918
 4748476     9287     9673   99.80%           12      59957
 5063836    10082    10152   99.80%           12      60000
 4942897     9557    10149   99.81%           12      60040
 5004060    10419    10688   99.79%           12      60082
 4857007     9615    10184   99.80%           12      60049
 4895073    11330     9904   99.77%           12      60076
 4997798     8496     9263   99.83%           12      60085
 5026046     8562     9830   99.83%           12      60090
 4996536    10450     9755   99.79%           12      60091
 4954681     9047     9172   99.82%           12      60093
 4910455    10274     9232   99.79%           12      59930
 4824385     9947     9829   99.79%           12      59969
 4972172     9589     9932   99.81%           12      60008
 4980720     9500     9887   99.81%           12      60047
 4978703     9621    10879   99.81%           12      60007
 4969841     9322    10060   99.81%           12      60049
 4994268     9906    10101   99.80%           12      60091
 4792902     9399     9563   99.80%           12      60093
 4827227     8351     9119   99.83%           12      60098
 4779636     9290     9307   99.81%           12      60105
 5010933     9747    10174   99.81%           12      60109
 4684426     9219     9441   99.80%           12      60053
 4881117     9805    13256   99.80%           12      60096
 4896638     9287     9054   99.81%           12      60051
 4840847     7080     8586   99.85%           12      60078
 5040863     9958     9018   99.80%           12      60100
 4847609    10677     8651   99.78%           12      60111
 4991997    10154     9218   99.80%           12      60040
 4884241     9212     9600   99.81%           12      60077
 4963912     8814     9468   99.82%           12      60108
 4938501     8812     8842   99.82%           12      60107
 4925688     8023     8135   99.84%           12      60114
 4944095     7488     9368   99.85%           12      60114
 4920360     8734     9588   99.82%           12      60111
 5004763     8947     9298   99.82%           12      60064
 4709265     8281     8714   99.82%           12      60016
 4933571     7616     9146   99.85%           12      60045
 5068370     8508     9599   99.83%           12      60079
 4992823     7643     9305   99.85%           12      60110
 5052550     7304    10354   99.86%           12      60083
 4968302     8769     8713   99.82%           12      60037
 4893610     9416     8837   99.81%           12      59991
 4987010     7863     9399   99.84%           12      60023
 5023015     6744     9335   99.87%           12      60050
 4954656     7828    10085   99.84%           12      60082
 4908294     8927     8796   99.82%           12      60106
 4941068     8482     9874   99.83%           12      60116
 4977270     9616     9348   99.81%           12      60111
 4941904     8064     8596   99.84%           12      60124
 4953330     7406     9563   99.85%           12      60129
 5017434     8370     8749   99.83%           12      60133
 5032209     6655     8995   99.87%           12      60102
 4936449     8076     8973   99.84%           12      60129
 5081000     8648     9198   99.83%           12      59994
 4883233     6753     8904   99.86%           12      60025
 4961764     6376     9762   99.87%           12      60054
 4988712     6820     9823   99.86%           12      60083
 4916588     6656     8809   99.86%           12      60110
 5035911     8078     9409   99.84%           12      60126
 4967757     7436     9768   99.85%           12      60133
 4979072     7468     8808   99.85%           12      60136
 5028140     8733     8824   99.83%           12      60133
 5016995     7658     9767   99.85%           12      60132
 4957758     7259     9472   99.85%           12      59993
 4902412     7590     8828   99.85%           12      60024
 5040246     7414     9650   99.85%           12      60059
 5112002     5547     9238   99.89%           12      60084
